አፍሪቃ	África
ዓፄ ዘርአ ያዕቆብ	Zara Yaqob
ትሪቶን	Tritão (mitologia)
ንግሥት ዘውዲቱ	Zauditu da Etiópia
ካልኩለስ	Cálculo
ፌሮ	Vergalhão
አካድ	Acádia (cidade)
ደን	Den
የሷዴሽ ዝርዝር	Lista de Swadesh
ራይት ላይቭሊሁድ ኣዋርድ	Prémio Nobel Alternativo
ጃትሮፋ	Jatropha
የጀርመን እግር ኳስ ማህበር	Federação Alemã de Futebol
ሊኦፖልድ ሴዳር ሴንጎር	Léopold Sédar Senghor
ቱል	Toul
ቺኑዋ አቼቤ	Chinua Achebe
ጉሎ	Mamona
ሱፍ	Carthamus tinctorius
ደስታ	Peste bovina
ዘይላ	Zeila
ባምባ	Adansonia digitata
አልቤር ለብረን	Albert Lebrun
አኖውን (ፊልም)	Unknown (filme)
ረኔ ኮቲ	René Coty
ቪንሳን ኦሪዮል	Vincent Auriol
ፓትሪስ ደ ማክ ማሆን	Patrice Mac-Mahon
ቃጫ	Sisal
ቀጥተኛ ጅረት	Corrente contínua
ጆን ኔፐር	John Napier
ጊልጋመሽ	Gilgamesh
የሞናኮ ሰንደቅ ዓላማ	Bandeira de Mónaco
የሞሮኮ ሰንደቅ ዓላማ	Bandeira de Marrocos
ጥላ	Sombra
ዋጋ	Preço
የኮሎምቢያ ሰንደቅ ዓላማ	Bandeira da Colômbia
ጥቅማዊነት	Utilitarismo
ሳልዝብሪ	Salisbury
የጋና ሰንደቅ ዓላማ	Bandeira do Gana
የ1962 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa do Mundo FIFA de 1962
መለስ ዜናዊ	Meles Zenawi
ክንፍ	Asa
ክሬዲት ካርድ	Cartão de crédito
ጌጣጌጥ	Joalharia
ተዳፋት	Plano inclinado
ሰልፍ	Permutação
ጭምብል	Máscara
ሃሪ ፖተር ክፍል ሰባት (ፊልም)	Harry Potter and the Deathly Hallows – Part 1
ሃሪ ፖተር ክፍል ስድስት (ፊልም)	Harry Potter and the Half-Blood Prince (filme)
የኢትዮጵያ ሰንደቅ ዓላማ	Bandeira da Etiópia
እንክርዳድ	Lolium temulentum
ጓያ	Lathyrus sativus
Thaler	Táler
ካርታሔና	Cartagena (Espanha)
የኢራቅ ሰንደቅ ዓላማ	Bandeira do Iraque
የቱኒዚያ ሰንደቅ ዓላማ	Bandeira da Tunísia
ሊሻሊሾ	Amaranthus caudatus
ሳርማትያ	Sármatas
ከነዓን (ጥንታዊ አገር)	Canaã
እዝራ ፓውንድ	Ezra Pound
ሶከር ሲቲ	Soccer City
የበርማ ሰንደቅ ዓላማ	Bandeira de Mianmar
ቪንሶን ማሲፍ	Maciço Vinson
የሜክሲኮ ብሔራዊ እግር ኳስ ቡድን	Seleção Mexicana de Futebol
አቃቢነት	Capacitância
ሀቪየር ሄርናንዴዝ ባልካዛር	Javier Hernández
እስክርቢቶ	Caneta
የኢኳዶር ሰንደቅ ዓላማ	Bandeira do Equador
የኩዌት ሰንደቅ ዓላማ	Bandeira do Kuwait
የኦማን ሰንደቅ ዓላማ	Bandeira de Omã
ዶስቡርግ	Doesburg
የኬንያ ሰንደቅ ዓላማ	Bandeira do Quénia
ኧሸር	Usher
የብርሃን ነጸብራቅ	Reflexão (física)
የ1974 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa do Mundo FIFA de 1974
ያኑስ	Jano
ኤዲንሰን ካቫኒ	Edinson Cavani
ቁርጭምጭሚት	Tornozelo
ኬብሮን	Hebrom
የጆሮ ጌጥ	Brinco
ኦሬክ	Uruk
መሰላል	Escada de mão
ኤሚል ሉቤ	Émile Loubet
ክሮማቶግራፊ	Cromatografia
አርካድያ	Arcádia (Grécia)
ሪጋ አስረካቢ	Função contínua
ፓኖኒያ	Panônia
የጆርዳን ሰንደቅ ዓላማ	Bandeira da Jordânia
ጀርም	Agente patogénico
ኔያንደርታል፥ ጀርመን	Vale de Neander
ቸስተር	Chester
የሁክ ህግ	Lei de Hooke
ኔልስፕሩዊት	Nelspruit
የደቡብ አፍሪካ ብሔራዊ እግር ኳስ ቡድን	Seleção Sul-Africana de Futebol
ኆኅተ አመክንዮ	Porta lógica
የፓራጓይ ሰንደቅ ዓላማ	Bandeira do Paraguai
ሄንሪ ጄምስ	Henry James
ጎልጎታ	Calvário
የኢኳቶሪያል ጊኒ ሰንደቅ ዓላማ	Bandeira da Guiné Equatorial
ቦካ ጁኒየርስ	Club Atlético Boca Juniors
የላይቤሪያ ሰንደቅ ዓላማ	Bandeira da Libéria
የእንግሊዝ-ዛንዚባር ጦርነት	Guerra Anglo–Zanzibari
ዲዮዶሮስ ሲኩሉስ	Diodoro Sículo
አስተዳደር ህግ	Direito administrativo
ስታምፎርድ ብሪጅ (የእግር ኳስ ሜዳ)	Stamford Bridge (estádio)
ኃይሌ ገብረ ሥላሴ	Haile Gebrselassie
የአሜሪካ ታላቅ ማኅተም	Grande Selo dos Estados Unidos
የኒካራጓ ሰንደቅ ዓላማ	Bandeira da Nicarágua
አዙሪት ጉልበት	Força centrípeta
የጆሜትሪክ ድርድር	Progressão geométrica
ክኖሦስ	Cnossos
ጌባል	Biblos
የቻይና ሪፐብሊክ ሰንደቅ ዓላማ	Bandeira da República da China
ማርጋሬት ሚሸል	Margaret Mitchell
ሐማት	Hama
የሞሪሽስ ሰንደቅ ዓላማ	Bandeira da Maurícia
የኤል ሳልቫዶር ሰንደቅ ዓላማ	Bandeira de El Salvador
ኬፕ ታውን ስታዲየም	Estádio da Cidade do Cabo
ጆሞ ኬኒያታ	Jomo Kenyatta
አቀበት	Gradiente
ሴቱባል	Setúbal
ርቢ ስብስብ	Produto cartesiano
መዝናኛ	Entretenimento
ሬድየስ	Raio (geometria)
ቦቬ	Beauvais
ነጨሪኸት	Djoser
ጊሌርሞ ፍራንኮ	Guillermo Franco
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa do Mundo FIFA de 2010
ጥግ	Limite
ጋኔን	Demónio
ታህታይ ስብስብ	Subconjunto
እልከኝነት	Indutância
ስፋት ብዜት	Produto vetorial
የቶሪኖ ከፈን	Sudário de Turim
ሆርሄ ፉሲሌ	Jorge Fucile
የኩላሊት ጠጠር	Cálculo renal
የሩሲያ ሥነ-ፅሁፍ	Literatura da Rússia
ፖቶማክ ወንዝ	Rio Potomac
እምነት ጽሁፍ	Livro sagrado
አራስ ወንዝ	Rio Arax
የኢትዮጵያ ኦርቶዶክስ ተዋሕዶ ቤተ ክርስቲያን	Igreja Ortodoxa Etíope
ሰዶም	Sodoma e Gomorra
የሒሳብ ምልክቶች	Tabela de símbolos matemáticos
ቲፎን	Tifão
ኤ.ኤስ. ሞናኮ የእግር ኳስ ክለብ	Association Sportive de Monaco Football Club
ሱሳ	Susa
ኖርማን ሜይለር	Norman Mailer
አፖሎ 17	Apollo 17
ሐቱሳሽ	Hattusa
ካምብሬ	Cambrai
ታላቬራ ዴ ላ ሬና	Talavera de la Reina
ጥላ ብዜት	Produto escalar
ሎፍተስ ቨርስፌልድ ስታዲየም	Estádio Loftus Versfeld
ድግግሞሽ መከርከም	Modulação em frequência
ፍሪ ስቴት ስታዲየም	Estádio Free State
ኔልሰን ማንዴላ ቤይ ስታዲየም	Estádio Nelson Mandela Bay
ሩስተንበርግ	Rustemburgo
ሂና	Henna
አሮን ሞኮኤና	Aaron Mokoena
1 ሳርጎን	Sargão I
ንጉስ ፋህድ	Fahd da Arábia Saudita
ከርከሮ	Phacochoerus africanus
ፊሊፕ ጆንሰን	Philip Johnson
ቁመት መከርከም	Modulação em amplitude
ኦጋም ጽሕፈት	Ogham
የመረጃ ኅብረተሠብ	Sociedade da informação
ሜጋራ	Mégara
ሮኒ ጄምስ ዲዮ	Ronnie James Dio
የሒሳብ ታሪክ	História da matemática
የናውሩ ሰንደቅ ዓላማ	Bandeira de Nauru
ቀመር ዥብ	Lobo-da-terra
ውህድ ስብስብ	União (matemática)
የጋራ ስብስብ	Interseção
የ1773 ዓ.ም. ታላቅ አውሎ ነፋስ	Grande furacão de 1780
ራፋኤል ማርኬዝ	Rafael Márquez
ዳሼል ሃሜት	Dashiell Hammett
ሮዘንቦርግ ቢ.ኬ.	Rosenborg Ballklub
ፒተር ሞካባ ስታዲየም	Estádio Peter Mokaba
ምቦምቤላ ስታዲየም	Estádio Mbombela
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ቢ	Copa do Mundo FIFA de 2010 – Grupo B
የኪርኮፍ ጅረት ህግ	Leis de Kirchhoff
ዘንግ	Eixo (mecânica)
የመንግሥት ሃይማኖት	Estado confessional
የደበኔ ሳጥን መርህ	Princípio da casa dos pombos
ክሩዜሮ ስፖርት ክለብ	Cruzeiro Esporte Clube
ኒፑር	Nipur
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ዲ	Copa do Mundo FIFA de 2010 – Grupo D
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ሲ	Copa do Mundo FIFA de 2010 – Grupo C
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ጂ	Copa do Mundo FIFA de 2010 – Grupo G
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ኤፍ	Copa do Mundo FIFA de 2010 – Grupo F
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ኢ	Copa do Mundo FIFA de 2010 – Grupo E
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ኤ	Copa do Mundo FIFA de 2010 – Grupo A
የፐላው ሰንደቅ ዓላማ	Bandeira de Palau
ሊዜ	Lisieux
ሥዮንግ-ኑ	Xiongnu
ቀይ ተኩላ	Lobo-etíope
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ኤች	Copa do Mundo FIFA de 2010 – Grupo H
ሚጢሊኒ	Mitilene
ማዕከላዊ ዋጋ እርግጥ	Teorema do valor médio
ሮያል ባፎኬንግ ስታዲየም	Estádio Royal Bafokeng
ኮሮር	Koror
ኬራቲን	Queratina
ሜኒስ	Menés
ናርመር	Narmer
አርጎስ	Argos (Grécia)
ሐረር	Harar
ምዕራፍ	Deslocamento
የማዕከላዊ ስታቲስቲክስ ኤጀንሲ	Agência Central de Estatísticas da Etiópia
ስታንዳርድ ሊዬዥ	Royal Standard de Liège
ሰንት፣ ፈረንሳይ	Saintes (Charente-Maritime)
ሰቨርስኪ ዶኔትስ ወንዝ	Rio Donets
ልውውጠ ሰብል	Rotação de culturas
የሻንሺ ምድር መንቀጥቀጥ	Sismo de Shaanxi de 1556
ቤንጎ (ክልል)	Bengo
እርካብ	Estribo (cavalaria)
የአፍሪቃ አንድነት ድርጅት	Organização da Unidade Africana
ዕዝራ	Esdras
መላሽ አስረካቢ	Função inversa
ሬሞን ፑዋንካሬ	Raymond Poincaré
ሴይንት ህሊና፣ አሰንሽንና ትሪስተን ደ ኩና	Santa Helena, Ascensão e Tristão da Cunha
ብዕር	Caneta-tinteiro
ሌምኖስ	Lemnos
መንግስቱ ኃይለ ማርያም	Mengistu Haile Mariam
ነሰብር	Nessebar
ድሬዳዋ	Dire Dawa
ስቲቨን ፒየናር	Steven Pienaar
ዳንኤል አራፕ ሞይ	Daniel Toroitich arap Moi
አፋር (ክልል)	Afar (região)
ቀይ ሽንኩርት	Chalota
ህሊና	Consciência (moral)
የብርሃን ዋለታ	Polarização
የኢትዮጵያ ብሄራዊ አርማ	Brasão de armas da Etiópia
ደብረ ታቦር (እስራኤል)	Monte Tabor
ረኒር	Monte Rainier
ማርቲን ካሴሬስ	Martín Cáceres
ሳትያግራሃ	Satyagraha
ሀቪየር አግዊሬ	Javier Aguirre
ሣራ	Sara
የሾቶኩ ሕግጋት	Constituição dos dezassete artigos
ዧንሡ	Zhuanxu
የሞንቲ ሖል ዕድል ጥያቄ	Problema de Monty Hall
ታላቁ ሳርጎን	Sargão da Acádia
ሞይስያ	Mésia
ካራን	Harã
የመጻሕፍት ቤትና የመረጃ ጥናት	Biblioteconomia
ላፕላስ ሽግግር	Transformada de Laplace
የዞራስተር ፍካሬ	Assim Falou Zaratustra
ትግራይ ክልል	Região Tigré
አሹር (ከተማ)	Assur (Assíria)
ሰርቲፊኬት ኦፍ ዲፖዚት	Certificado de Depósito Bancário
ደብረ ታቦር (ዓመት በዓል)	Transfiguração de Jesus
ታላቁ ቲግራኔስ	Tigranes, o Grande
የእጅ አምባር	Bracelete
ናምሩድ	Nimrod (rei)
የጣልያን እግር ኳስ ፌዴሬሽን	Federação Italiana de Futebol
ኦሮሚያ ክልል	Oromia
ሶማሌ ክልል	Região Somali
ስብሰባ	Combinação (matemática)
ቤተ እስራኤል	Beta Israel
አማራ (ክልል)	Amhara
የአፍሪካ ፈንግል	Doença do sono
ሳሞትራቄ	Samotrácia
ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል	Região das Nações, Nacionalidades e Povos do Sul
ሚሎ	Millau
ላንግረ	Langres
ፋይጦን	Faetonte
አሞራውያን	Amoritas
ፈርናንዶ ሙስሌራ	Fernando Muslera
ጨለማ	Escuridão
ከነዓን (የካም ልጅ)	Canaã (filho de Cam)
ቀጤ ነክ	Perpendicularidade
ሲ.ኤፍ.አር. ክሉዥ	Fotbal Club CFR 1907 Cluj
የኢትዮጵያ ብር	Birr etíope
ኡጉይያ	Uguia
ከፍታ (ቶፖግራፊ)	Cume
ላጋሽ	Lagash
ኮሎ-ኮሎ	Club Social y Deportivo Colo-Colo
መንግሥተ ኢትዮጵያ	Império Etíope
ላሊበላ	Lalibela
የእስፓንያ የዘውድ እግር ኳስ ፌዴሬሽን	Real Federação Espanhola de Futebol
ቤንሻንጉል ጉሙዝ ክልል	Benishangul-Gumaz
ጋምቤላ ሕዝቦች ክልል	Gambela
ጫት	Khat
ኩዋውቴሞክ ብላንኮ	Cuauhtémoc Blanco
ሲፊዌ ሻባላላ	Siphiwe Tshabalala
ጠጣር ጂዎሜትሪ	Sólido geométrico
የአውስትራልያ ከተሞች ዝርዝር	Lista de cidades na Austrália
ሎቲ	Loti
2 ሳርጎን	Sargão II da Assíria
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ጥሎ ማለፍ	Copa do Mundo FIFA de 2010 – Fase final
ካይፈንግ	Kaifeng
ቲፊናቅ	Alfabeto tifinagh
ዎልተር ጋርጋኖ	Walter Gargano
ካርሎስ ሳልሲዶ	Carlos Salcido
ቪ ኤች ዲ ኤል	VHDL
ንዮን	Nyons
ኤሪዱ	Eridu
ሚልተን ኦቦቴ	Milton Obote
3 ቴልጌልቴልፌልሶር	Tiglate-Pileser III
ክልዩቼቭስካያ ሶፕካ	Klyuchevskaya Sopka
ጩፉ	Qufu
ጣኔዎስ	Tânis
ቸልምስፎርድ	Chelmsford
አፋር (ብሔር)	Afares
ሳሮኒክ ወሽመት	Golfo Sarónico
ልዩ ትምህርት	Educação especial
«የ1812 መቅድም»	Abertura 1812
ቤንጉዌላ (ክልል)	Benguela (província)
አሚልካር ካብራል	Amílcar Cabral
ሳሞጊትኛ	Samogício (dialeto)
ፒኮ ቦሊቫር	Pico Bolívar
ካትሌጎ ምፌላ	Katlego Mphela
ጉብጠት	Curvatura
ማክሲሚሊያኖ ፔሬራ	Maximiliano Pereira
ቦንጋኒ ኩማሎ	Bongani Khumalo
ቲሚሽ ወንዝ	Rio Timiş
አልቫሮ ፔሬራ	Álvaro Pereira
ዲዬጎ ጎዲን	Diego Godín
ክለብ አትሌቲኮ ኢንዲፔንዲየንቴ	Club Atlético Independiente
ኩዋንዶ ኩባንጎ	Cuando-Cubango
ካጊሾ ዲክጋኮይ	Kagisho Dikgacoi
በርናርድ ፓርከር	Bernard Parker
ፍራንሲስኮ ሀቪየር ሮድሪጌዝ	Francisco Javier Rodríguez
ሉግ	Lug
ሳዲ ካርኖ	Marie François Sadi Carnot
ክሪስቲነሃምን	Kristinehamn
ኮኒ ፍራንሲስ	Connie Francis
ኢቱሜሌንግ ኩኔ	Itumeleng Khune
ሃሪ ፖተር (ተከታታይ ፊልሞች)	Harry Potter (série de filmes)
የአሦር ነገሥታት ዝርዝር	Lista de reis da Assíria
ሳን ሎሬንዞ ዴ አልማግሮ	Club Atlético San Lorenzo de Almagro
ፊጌሬንሴ እግር ኳስ ክለብ	Figueirense Futebol Clube
ጀይ ለኖ	Jay Leno
ጎንደር ከተማ	Gondar (Etiópia)
የዕውነታ ሠንጠረዥ	Tabela verdade
መልከ ጼዴቅ	Melquisedeque
ንጉስ ጊንጥ	Escorpião II
አሪስ የእግር ኳስ ክለብ (ቴሳሎኒኪ)	Aris Salonica
አርጀንቲኖስ ጁኒየርስ	Asociación Atlética Argentinos Juniors
ቲታኖማኪያ	Titanomaquia
ፖል አንደርሰን	Poul Anderson
ተረችነት	Falseabilidade
መጽሐፈ ሄኖክ	Primeiro Livro de Enoque
የኢትዮጵያ ፕሪሚየር ሊግ	Campeonato Etíope de Futebol
ቢልሃርዝያ	Esquistossomose
አንጉን	Anggun
ጃደን ስሚዝ	Jaden Smith
ግሬሚዮ ፉት-ቦል ፖርቶ አሌግረንሴ	Grêmio Foot-Ball Porto Alegrense
ኮርትኒ ላቭ	Courtney Love
ታሪፋ	Tarifa (Espanha)
የጄኖቫ ቅዱስ መልክ	Imagem de Edessa
የግብጽ ኖሞች	Nomo
ቤይታር ጀሩሳሌም የእግር ኳስ ክለብ	Beitar Jerusalem FC
ሳርጎን	Sargão
ጢያ	Tiya
የቡልጋሪያ ሰንደቅ ዓላማ	Bandeira da Bulgária
አተሚክ ሰዓት	Relógio atômico
ሶበክነፈሩ	Sebekneferu
ካም	Cam
ሊቨርፑል	Liverpool (desambiguação)
ሀሪንግተን	Harrington
ሽፈራው	Acácia-branca
ሀዲስ	Hadith
ጋሪ	Carroça
አላህ	Alá
መልአክ	Anjo
ፉሢ	Fu Xi
ፒኮ ደ ኦሪዛባ	Pico de Orizaba
ቪዲዮ ኮንፈረስ	Videoconferência
ኤድፉ	Edfu
ሄርኩሌስ ሊቢኩስ	Hércules
መና	Maná
ሄርሚኖን	Hermiones
ጥርኝ	Civeta-africana
ሶማሌ (ብሔር)	Somalis
የኩሽ መንግሥት	Reino de Cuche
የቴቭኒን እርግጥ	Teorema de Thévenin
ካረንታን	Carentan
የውጭ ስብስብ	Complementar
ኩሜ (ጣልያን)	Cumas
ሳን ሆዜ ቺናንተኪያ	San José Chinantequilla
ላርሳ	Larsa
ቱዴላ	Tudela
ዳግማዊ ምኒልክ	Menelik II da Etiópia
የፈረንሳይ እግር ኳስ ፌዴሬሽን	Federação Francesa de Futebol
ድጂታል ክፍተት	Exclusão digital
የወርቃማ ጎል	Morte súbita (futebol)
የብራዚል እግር ኳስ ኮንፌዴሬሽን	Confederação Brasileira de Futebol
ቅብብል	Composição de funções
ማሪ	Mari (Síria)
ሃሰኩራ ጹነናጋ	Hasekura Tsunenaga
አንድምታ	Exegese
ማሩን	Grená
የኢትዮጵያ አየር መንገድ	Ethiopian Airlines
ድንቅ ነሽ	Lucy (fóssil)
አልቫሮ ፈርናንዴዝ	Álvaro Fernández
ኤበርስበርግ	Ebersberg
ማይል	Milha
የዓለም አቀፍ እግር ኳስ ማኅበር	Federação Internacional de Futebol
አዮሊስ	Eólia
አጋዘን	Tragelaphus buxtoni
አሉምኒ ፖርታል ዶችላንድ	Alumniportal Deutschland
አበንስበርግ	Abensberg
ሰለሞናዊው ሥርወ መንግሥት	Dinastia salomónica
ዲዬጎ ፎርላን	Diego Forlán
አጥንት	Osso
ታላቅ የአናባቢ መፈራረቅ	Grande Mudança Vocálica
ብሮክን ሂል (ከተማ)	Broken Hill
ሻርል ለ ብረን	Charles Le Brun
ሳላ (እንስሳ)	Gazela-de-thomson
አንታዮስ	Anteu
አሰልበርህት	Etelberto de Kent
ዳቢሎስ (ኢስላም)	Iblis
በአላህ ስም እጅግ በጣም ሩህሩህ በጣም አዛኝ በሆነው	Bismillah
አሌክሳንድረ ሚየራን	Alexandre Millerand
ራንጎ (ፊልም)	Rango
ራስ ዳሸን	Ras Dashan
አርዠንቶን-ሱር-ክሮይዝ	Argenton-sur-Creuse
ኩርባ	Declive
ምጽዋ	Maçuá
የኅሊና ነፃነት	Liberdade de pensamento
ነቀን	Nekhen
ፑንት	Punt
ማውሪሺዮ ቪክቶሪኖ	Mauricio Victorino
ያዕቆብ	Jacó
ኦስካር ፔሬዝ ሮሃስ	Óscar Pérez Rojas
ጋስቶን ዱሜርግ	Gaston Doumergue
አሌክስ ሄሊይ	Alex Haley
ፌሊክስ ፎር	Félix Faure
ዡል ግሬቪ	Jules Grévy
2 መንቱሆተፕ	Mentuhotep II
2 ሓኖ	Hanão
አርማን ፋሊዬር	Clément Armand Fallières
ኡር-ናሙ	Ur-Nammu
ናራም-ሲን (አካድ)	Naram-Sin da Acádia
ዊሎው ስሚዝ	Willow Smith
ሲልቪያ ፓንክኸርስት	Sylvia Pankhurst
ጣይቱ ብጡል	Taitu Bitul
አራም	Aram (desambiguação)
ካቲ ራይክስ	Kathy Reichs
ላውሬል ሃሚልተን	Laurell K. Hamilton
መርሴደስ ላኪ	Mercedes Lackey
ንጉጊ ዋ ቲዮንጎ	Ngũgĩ wa Thiong'o
ጃኒኮሎ	Janículo
ሺካጎ ፋየር እግር ኳስ ክለብ	Chicago Fire Soccer Club
የፖርቱጋል እግር ኳስ ፌዴሬሽን	Federação Portuguesa de Futebol
አቫሪስ	Aváris
ዲዬጎ ፔሬዝ	Diego Pérez (futebolista)
ጌራርዶ ቶራዶ	Gerardo Torrado
ሰባስቲያን ኤጉሬን	Sebastián Eguren
ኒኮላስ ሎዴሮ	Nicolás Lodeiro
ፖል ዴሻኔል	Paul Deschanel
ሲቦኒሶ ጋክሳ	Siboniso Gaxa
3 መንቱሆተፕ	Mentuhotep III
ጉዴአ	Gudea
አኪቫ በን ዮሴፍ	Rabi Akiva
ኣልቅም	Sesbania
ሰባስቲያን ኮአቴስ	Sebastián Coates
እንዳሁላ	Kalanchoe
ኮባ	Ensete
ሸንኖንግ	Shennong
ሹን	Shun (imperador chinês)
ሪሙሽ	Rimush
4 መንቱሆተፕ	Mentuhotep IV
ሙሳ ዳዲ ካማራ	Moussa Dadis Camara
ክርስቲያን ሮድሪጌዝ	Cristian Rodríguez
ኢግናሲዮ ማሪያ ጎንዛሌዝ	Ignacio González
ዣን ካዚሚር-ፔሪዬ	Jean Casimir-Perier
ብሩስ ጎልዲንግ	Bruce Golding
ሪካርዶ ኦሶሪዮ	Ricardo Osorio
2 ዩባ	Juba II
ኤጊዲዮ አሪቫሎ	Egidio Arévalo
ሰባስቲያን ፈርናንዴዝ	Sebastián Fernández
ጆን ባርት	John Barth
ሴፖ ማሲሌላ	Tsepo Masilela
አንድሬስ ስኮቲ	Andrés Scotti
ፖል ኒኮላስ አጊላር	Paul Aguilar
2 ፒያንኪ	Piye
ኤፍሬይን ሁዋሬዝ	Efraín Juárez
ቴኮ ሞዲሴ	Teko Modise
ሹልጊ	Shulgi
ሉጋል-ዛገ-ሲ	Lugalzagesi
የኢትዮጵያ ሶማሊያ ጦርነት	Guerra de Ogaden
ሮስ ማክዶናልድ	Ross Macdonald
ሮዛሪዮ ሴንትራል	Club Atlético Rosario Central
አቤል ሄርናንዴዝ	Abel Hernández
ኦሮሞ	Oromas
5ኛው አብጋር	Abgar V de Edessa
ሾርዥ	Chorges
ምጊሞ	Instituto Estatal de Relações Internacionais de Moscou
ብሪሜ	Brimeux
አር ኤል ሲ ዑደት	Circuito RLC
ሽኮኮ	Procavia capensis
ማርቲን ሲልቫ	Martín Silva
አልበሪ	Albury
ማሽላ	Sorgo
መቀሌ	Mek'ele
ዠንጊሽ ቾኩሱ	Pico Jengish Chokusu
ሚስኪቶ	Misquitos
ሬኒልዌ ሌትሾሎኒያኔ	Reneilwe Letsholonyane
ሉካስ ትዋላ	Lucas Thwala
አቡጊዳ	Abugida
ፌርፋክስ ካውንቲ	Condado de Fairfax
ሻርካሊሻሪ	Charcalicharri
ኋን ጊሌርሞ ካስቲዮ	Juan Castillo
አሌክሳንድር ሄሊዮስ	Alexandre Hélio
አጋ	Aga de Kish
አማር-ሲን	Amar-Sin
ኢቢ-ሲን	Ibbi-Sin
ሹ-ሲን	Shu-Sin
ሱሙ-አቡም	Samuabum
ፈቃድ	Vontade
ቀዳማዊ ምኒልክ	Menelik I
ሲክዮን	Sicião
መብረሪያ ስንቅ	Propulsor a jato
ቢታንያ	Bitínia
ወደፊት ገስግሺ ውድ እናት ኢትዮጵያ	Wodefit Gesgeshi Widd Innat Ityopp'ya
ዲዬጎ ሉጋኖ	Diego Lugano
ሆር አዊብሬ	Hor I
ኤሽኑና	Eshnunna
አርዋድ	Arwad
የአየር ህግጋት	Leis dos gases
ኣምባሩድ	Tamarilho
ኤንመባራገሲ	Enmebaragesi
ሉዊ ላሞር	Louis L'Amour
ዒዛና	Ezana
ኃይለማሪያም ደሳለኝ	Hailemariam Desalegn
የቤልጅግ የዘውድ እግር ኳስ ማህበር	Federação Belga de Futebol
ሙላቱ አስታጥቄ	Mulatu Astatke
የአፍሪካ ሥነፅሁፍ	Literatura da África
ኦሜድላ	Acacia melanoxylon
ቁንጫ	Siphonaptera
